【整租】常营 京东水乡公寓 1室0厅,900元/月,京东水乡公寓,http://bj.58.com/pinpaigongyu/29426468771881x.shtml
【整租】常营 水乡公寓 1室0厅,900元/月,水乡公寓,http://bj.58.com/pinpaigongyu/29515078911542x.shtml
【整租】朝阳公园 京东水乡公寓 1室0厅,1000元/月,京东水乡公寓,http://bj.58.com/pinpaigongyu/29526487704107x.shtml
【整租】西二旗 高教大楼五区 1室0厅,700元/月,高教大楼五区,http://bj.58.com/pinpaigongyu/29569412938956x.shtml
【整租】西二旗 高教大楼五区 1室0厅,700元/月,高教大楼五区,http://bj.58.com/pinpaigongyu/29569379391422x.shtml
【整租】沙河 高教大楼 1室0厅,700元/月,高教大楼,http://bj.58.com/pinpaigongyu/29569428297791x.shtml
【整租】西二旗 高教大楼五区 1室0厅,700元/月,高教大楼五区,http://bj.58.com/pinpaigongyu/29569397908415x.shtml
【合租】昌平县城 昌盛园四区 5室次卧,859元/月,昌盛园四区,http://bj.58.com/pinpaigongyu/29471631084740x.shtml
【合租】国贸 水乡公寓2 1室主卧,900元/月,水乡公寓2,http://bj.58.com/pinpaigongyu/29385230083253x.shtml
【整租】西二旗 高教大楼五区 1室0厅,700元/月,高教大楼五区,http://bj.58.com/pinpaigongyu/29561948424757x.shtml
【合租】土桥 高丽园 3室次卧,1000元/月,高丽园,http://bj.58.com/pinpaigongyu/29405083034432x.shtml
【整租】上地 上地东里 1室0厅,699元/月,上地东里,http://bj.58.com/pinpaigongyu/28175880074289x.shtml
【整租】沙河 南邵 1室0厅,699元/月,南邵,http://bj.58.com/pinpaigongyu/28554777182260x.shtml
【整租】西北旺 夏霖园 1室0厅,1000元/月,夏霖园,http://bj.58.com/pinpaigongyu/29240064231748x.shtml
【整租】沙河 高教大楼 1室0厅,700元/月,高教大楼,http://bj.58.com/pinpaigongyu/29152181975602x.shtml
【整租】梨园 新城嘉园 3室1厅,850元/月,新城嘉园,http://bj.58.com/pinpaigongyu/29381470488501x.shtml
【整租】沙河 高教大楼 1室0厅,700元/月,高教大楼,http://bj.58.com/pinpaigongyu/29514879247431x.shtml
【整租】沙河 南邵 1室0厅,699元/月,南邵,http://bj.58.com/pinpaigongyu/28155531396536x.shtml
【整租】沙河 北街家园五区 1室0厅,699元/月,北街家园五区,http://bj.58.com/pinpaigongyu/28243856122176x.shtml
【合租】梨园 云景西里 2室次卧,950元/月,云景西里,http://bj.58.com/pinpaigongyu/29407426811327x.shtml
